DD,MM,YYYY,HH_start,HH_end_1,solar_heat_production_Mwh,solar_radiation_Wh-sqm,HH_end_2,diff_HH_end_2-1,count_of_selcted,manipulated
1,1,2012,0,1,0,0,1,0,,
1,1,2012,1,2,0,0,2,0,,
1,1,2012,2,3,0,0,3,0,,
1,1,2012,3,4,0,0,4,0,,
1,1,2012,4,5,0,0,5,0,,
1,1,2012,5,6,0,0,6,0,,
1,1,2012,6,7,0,0,7,0,,
1,1,2012,7,8,0,0,8,0,,
1,1,2012,8,9,0,0,9,0,,
1,1,2012,9,10,0,0,10,0,,
1,1,2012,10,11,0,0,11,0,,
1,1,2012,11,12,0,0,12,0,,
1,1,2012,12,13,0,0,13,0,,
1,1,2012,13,14,0,0,14,0,,
1,1,2012,14,15,0,1,15,0,,
1,1,2012,15,16,0.01,1,16,0,,
1,1,2012,16,17,0,1,17,0,,
1,1,2012,17,18,0.01,1,18,0,,
1,1,2012,18,19,0,1,19,0,,
1,1,2012,19,20,0.01,1,20,0,,
1,1,2012,20,21,0.01,2,21,0,,
1,1,2012,21,22,0.01,1,22,0,,
1,1,2012,22,23,0.01,2,23,0,,
1,1,2012,23,24,0.01,2,24,0,,
