utc_timestamp,cet_cest_timestamp,DE_50hertz_solar_generation_forecast,DE_amprion_solar_generation_forecast,DE_transnetbw_solar_generation_forecast
2012-01-01T00:00:00Z,2012-01-01T01:00:00+0100,0,0,0
2012-01-01T01:00:00Z,2012-01-01T02:00:00+0100,0,0,0
2012-01-01T02:00:00Z,2012-01-01T03:00:00+0100,0,0,0
2012-01-01T03:00:00Z,2012-01-01T04:00:00+0100,0,0,0
2012-01-01T04:00:00Z,2012-01-01T05:00:00+0100,0,0,0
2012-01-01T05:00:00Z,2012-01-01T06:00:00+0100,0,0,0
2012-01-01T06:00:00Z,2012-01-01T07:00:00+0100,0,0,1
2012-01-01T07:00:00Z,2012-01-01T08:00:00+0100,5,0,14
2012-01-01T08:00:00Z,2012-01-01T09:00:00+0100,31,6,68
2012-01-01T09:00:00Z,2012-01-01T10:00:00+0100,56,18,172
2012-01-01T10:00:00Z,2012-01-01T11:00:00+0100,71,64,238
2012-01-01T11:00:00Z,2012-01-01T12:00:00+0100,75,101,253
2012-01-01T12:00:00Z,2012-01-01T13:00:00+0100,66,104,232
2012-01-01T13:00:00Z,2012-01-01T14:00:00+0100,48,78,161
2012-01-01T14:00:00Z,2012-01-01T15:00:00+0100,21,39,54
2012-01-01T15:00:00Z,2012-01-01T16:00:00+0100,1,2,8
2012-01-01T16:00:00Z,2012-01-01T17:00:00+0100,0,0,0
2012-01-01T17:00:00Z,2012-01-01T18:00:00+0100,0,0,0
2012-01-01T18:00:00Z,2012-01-01T19:00:00+0100,0,0,0
2012-01-01T19:00:00Z,2012-01-01T20:00:00+0100,0,0,0
2012-01-01T20:00:00Z,2012-01-01T21:00:00+0100,0,0,0
2012-01-01T21:00:00Z,2012-01-01T22:00:00+0100,0,0,0
2012-01-01T22:00:00Z,2012-01-01T23:00:00+0100,0,0,0
2012-01-01T23:00:00Z,2012-01-02T00:00:00+0100,0,0,0
,,,,
2012-01-02T00:00:00Z,2012-01-02T01:00:00+0100,0,0,0
2012-01-02T01:00:00Z,2012-01-02T02:00:00+0100,0,0,0
2012-01-02T02:00:00Z,2012-01-02T03:00:00+0100,0,0,0
2012-01-02T03:00:00Z,2012-01-02T04:00:00+0100,0,0,0
2012-01-02T04:00:00Z,2012-01-02T05:00:00+0100,0,0,0
2012-01-02T05:00:00Z,2012-01-02T06:00:00+0100,0,0,0
2012-01-02T06:00:00Z,2012-01-02T07:00:00+0100,0,0,2
2012-01-02T07:00:00Z,2012-01-02T08:00:00+0100,6,3,15
2012-01-02T08:00:00Z,2012-01-02T09:00:00+0100,40,46,60
2012-01-02T09:00:00Z,2012-01-02T10:00:00+0100,78,116,131
2012-01-02T10:00:00Z,2012-01-02T11:00:00+0100,99,217,181
2012-01-02T11:00:00Z,2012-01-02T12:00:00+0100,95,286,192
2012-01-02T12:00:00Z,2012-01-02T13:00:00+0100,77,306,162
2012-01-02T13:00:00Z,2012-01-02T14:00:00+0100,51,250,96
2012-01-02T14:00:00Z,2012-01-02T15:00:00+0100,23,105,28
2012-01-02T15:00:00Z,2012-01-02T16:00:00+0100,1,11,6
2012-01-02T16:00:00Z,2012-01-02T17:00:00+0100,0,0,0
2012-01-02T17:00:00Z,2012-01-02T18:00:00+0100,0,0,0
2012-01-02T18:00:00Z,2012-01-02T19:00:00+0100,0,0,0
2012-01-02T19:00:00Z,2012-01-02T20:00:00+0100,0,0,0
2012-01-02T20:00:00Z,2012-01-02T21:00:00+0100,0,0,0
2012-01-02T21:00:00Z,2012-01-02T22:00:00+0100,0,0,0
2012-01-02T22:00:00Z,2012-01-02T23:00:00+0100,0,0,0
2012-01-02T23:00:00Z,2012-01-03T00:00:00+0100,0,0,0
2012-01-03T00:00:00Z,2012-01-03T01:00:00+0100,0,0,0
2012-01-03T01:00:00Z,2012-01-03T02:00:00+0100,0,0,0
2012-01-03T02:00:00Z,2012-01-03T03:00:00+0100,0,0,0
2012-01-03T03:00:00Z,2012-01-03T04:00:00+0100,0,0,0
2012-01-03T04:00:00Z,2012-01-03T05:00:00+0100,0,0,0
2012-01-03T05:00:00Z,2012-01-03T06:00:00+0100,0,0,0
2012-01-03T06:00:00Z,2012-01-03T07:00:00+0100,0,0,2
2012-01-03T07:00:00Z,2012-01-03T08:00:00+0100,31,12,47
2012-01-03T08:00:00Z,2012-01-03T09:00:00+0100,221,166,300
2012-01-03T09:00:00Z,2012-01-03T10:00:00+0100,451,390,754
2012-01-03T10:00:00Z,2012-01-03T11:00:00+0100,566,554,1059
2012-01-03T11:00:00Z,2012-01-03T12:00:00+0100,483,606,1015
2012-01-03T12:00:00Z,2012-01-03T13:00:00+0100,324,527,769
2012-01-03T13:00:00Z,2012-01-03T14:00:00+0100,157,365,416
2012-01-03T14:00:00Z,2012-01-03T15:00:00+0100,67,142,98
2012-01-03T15:00:00Z,2012-01-03T16:00:00+0100,3,16,11
2012-01-03T16:00:00Z,2012-01-03T17:00:00+0100,0,0,0
2012-01-03T17:00:00Z,2012-01-03T18:00:00+0100,0,0,0
2012-01-03T18:00:00Z,2012-01-03T19:00:00+0100,0,0,0
2012-01-03T19:00:00Z,2012-01-03T20:00:00+0100,0,0,0
2012-01-03T20:00:00Z,2012-01-03T21:00:00+0100,0,0,0
2012-01-03T21:00:00Z,2012-01-03T22:00:00+0100,0,0,0
2012-01-03T22:00:00Z,2012-01-03T23:00:00+0100,0,0,0
2012-01-03T23:00:00Z,2012-01-04T00:00:00+0100,0,0,0
2012-01-04T00:00:00Z,2012-01-04T01:00:00+0100,0,0,0
2012-01-04T01:00:00Z,2012-01-04T02:00:00+0100,0,0,0
2012-01-04T02:00:00Z,2012-01-04T03:00:00+0100,0,0,0
2012-01-04T03:00:00Z,2012-01-04T04:00:00+0100,0,0,0
2012-01-04T04:00:00Z,2012-01-04T05:00:00+0100,0,0,0
2012-01-04T05:00:00Z,2012-01-04T06:00:00+0100,0,0,0
2012-01-04T06:00:00Z,2012-01-04T07:00:00+0100,0,0,1
2012-01-04T07:00:00Z,2012-01-04T08:00:00+0100,30,7,16
2012-01-04T08:00:00Z,2012-01-04T09:00:00+0100,217,110,88
2012-01-04T09:00:00Z,2012-01-04T10:00:00+0100,422,322,256
2012-01-04T10:00:00Z,2012-01-04T11:00:00+0100,507,484,471
2012-01-04T11:00:00Z,2012-01-04T12:00:00+0100,488,622,583
2012-01-04T12:00:00Z,2012-01-04T13:00:00+0100,412,610,554
2012-01-04T13:00:00Z,2012-01-04T14:00:00+0100,281,439,366
2012-01-04T14:00:00Z,2012-01-04T15:00:00+0100,128,188,102
2012-01-04T15:00:00Z,2012-01-04T16:00:00+0100,7,22,11
2012-01-04T16:00:00Z,2012-01-04T17:00:00+0100,0,0,0
2012-01-04T17:00:00Z,2012-01-04T18:00:00+0100,0,0,0
2012-01-04T18:00:00Z,2012-01-04T19:00:00+0100,0,0,0
2012-01-04T19:00:00Z,2012-01-04T20:00:00+0100,0,0,0
2012-01-04T20:00:00Z,2012-01-04T21:00:00+0100,0,0,0
2012-01-04T21:00:00Z,2012-01-04T22:00:00+0100,0,0,0
2012-01-04T22:00:00Z,2012-01-04T23:00:00+0100,0,0,0
2012-01-04T23:00:00Z,2012-01-05T00:00:00+0100,0,0,0
2012-01-05T00:00:00Z,2012-01-05T01:00:00+0100,0,0,0
2012-01-05T01:00:00Z,2012-01-05T02:00:00+0100,0,0,0
2012-01-05T02:00:00Z,2012-01-05T03:00:00+0100,0,0,0
2012-01-05T03:00:00Z,2012-01-05T04:00:00+0100,0,0,0
2012-01-05T04:00:00Z,2012-01-05T05:00:00+0100,0,0,0
2012-01-05T05:00:00Z,2012-01-05T06:00:00+0100,0,0,0
2012-01-05T06:00:00Z,2012-01-05T07:00:00+0100,0,0,0
2012-01-05T07:00:00Z,2012-01-05T08:00:00+0100,7,0,2
2012-01-05T08:00:00Z,2012-01-05T09:00:00+0100,57,8,14
2012-01-05T09:00:00Z,2012-01-05T10:00:00+0100,103,39,36
2012-01-05T10:00:00Z,2012-01-05T11:00:00+0100,137,106,57
2012-01-05T11:00:00Z,2012-01-05T12:00:00+0100,159,134,70
2012-01-05T12:00:00Z,2012-01-05T13:00:00+0100,149,128,65
2012-01-05T13:00:00Z,2012-01-05T14:00:00+0100,114,97,45
2012-01-05T14:00:00Z,2012-01-05T15:00:00+0100,58,33,20
2012-01-05T15:00:00Z,2012-01-05T16:00:00+0100,3,2,4
2012-01-05T16:00:00Z,2012-01-05T17:00:00+0100,0,0,0
2012-01-05T17:00:00Z,2012-01-05T18:00:00+0100,0,0,0
2012-01-05T18:00:00Z,2012-01-05T19:00:00+0100,0,0,0
2012-01-05T19:00:00Z,2012-01-05T20:00:00+0100,0,0,0
2012-01-05T20:00:00Z,2012-01-05T21:00:00+0100,0,0,0
2012-01-05T21:00:00Z,2012-01-05T22:00:00+0100,0,0,0
2012-01-05T22:00:00Z,2012-01-05T23:00:00+0100,0,0,0
2012-01-05T23:00:00Z,2012-01-06T00:00:00+0100,0,0,0
2012-01-06T00:00:00Z,2012-01-06T01:00:00+0100,0,0,0
2012-01-06T01:00:00Z,2012-01-06T02:00:00+0100,0,0,0
2012-01-06T02:00:00Z,2012-01-06T03:00:00+0100,0,0,0
2012-01-06T03:00:00Z,2012-01-06T04:00:00+0100,0,0,0
2012-01-06T04:00:00Z,2012-01-06T05:00:00+0100,0,0,0
2012-01-06T05:00:00Z,2012-01-06T06:00:00+0100,0,0,0
2012-01-06T06:00:00Z,2012-01-06T07:00:00+0100,0,0,2
2012-01-06T07:00:00Z,2012-01-06T08:00:00+0100,24,4,20
2012-01-06T08:00:00Z,2012-01-06T09:00:00+0100,167,72,105
2012-01-06T09:00:00Z,2012-01-06T10:00:00+0100,347,245,272
2012-01-06T10:00:00Z,2012-01-06T11:00:00+0100,462,443,452
2012-01-06T11:00:00Z,2012-01-06T12:00:00+0100,480,634,502
2012-01-06T12:00:00Z,2012-01-06T13:00:00+0100,412,661,414
2012-01-06T13:00:00Z,2012-01-06T14:00:00+0100,281,482,240
2012-01-06T14:00:00Z,2012-01-06T15:00:00+0100,131,232,78
2012-01-06T15:00:00Z,2012-01-06T16:00:00+0100,9,32,10
2012-01-06T16:00:00Z,2012-01-06T17:00:00+0100,0,0,0
2012-01-06T17:00:00Z,2012-01-06T18:00:00+0100,0,0,0
2012-01-06T18:00:00Z,2012-01-06T19:00:00+0100,0,0,0
2012-01-06T19:00:00Z,2012-01-06T20:00:00+0100,0,0,0
2012-01-06T20:00:00Z,2012-01-06T21:00:00+0100,0,0,0
2012-01-06T21:00:00Z,2012-01-06T22:00:00+0100,0,0,0
2012-01-06T22:00:00Z,2012-01-06T23:00:00+0100,0,0,0
2012-01-06T23:00:00Z,2012-01-07T00:00:00+0100,0,0,0
2012-01-07T00:00:00Z,2012-01-07T01:00:00+0100,0,0,0
2012-01-07T01:00:00Z,2012-01-07T02:00:00+0100,0,0,0
2012-01-07T02:00:00Z,2012-01-07T03:00:00+0100,0,0,0
2012-01-07T03:00:00Z,2012-01-07T04:00:00+0100,0,0,0
2012-01-07T04:00:00Z,2012-01-07T05:00:00+0100,0,0,0
2012-01-07T05:00:00Z,2012-01-07T06:00:00+0100,0,0,0
2012-01-07T06:00:00Z,2012-01-07T07:00:00+0100,0,0,1
2012-01-07T07:00:00Z,2012-01-07T08:00:00+0100,5,0,10
2012-01-07T08:00:00Z,2012-01-07T09:00:00+0100,30,8,36
2012-01-07T09:00:00Z,2012-01-07T10:00:00+0100,50,56,68
2012-01-07T10:00:00Z,2012-01-07T11:00:00+0100,62,114,93
2012-01-07T11:00:00Z,2012-01-07T12:00:00+0100,72,190,106
2012-01-07T12:00:00Z,2012-01-07T13:00:00+0100,68,185,94
2012-01-07T13:00:00Z,2012-01-07T14:00:00+0100,52,99,62
2012-01-07T14:00:00Z,2012-01-07T15:00:00+0100,25,30,26
2012-01-07T15:00:00Z,2012-01-07T16:00:00+0100,2,2,6
2012-01-07T16:00:00Z,2012-01-07T17:00:00+0100,0,0,0
2012-01-07T17:00:00Z,2012-01-07T18:00:00+0100,0,0,0
2012-01-07T18:00:00Z,2012-01-07T19:00:00+0100,0,0,0
2012-01-07T19:00:00Z,2012-01-07T20:00:00+0100,0,0,0
2012-01-07T20:00:00Z,2012-01-07T21:00:00+0100,0,0,0
2012-01-07T21:00:00Z,2012-01-07T22:00:00+0100,0,0,0
2012-01-07T22:00:00Z,2012-01-07T23:00:00+0100,0,0,0
2012-01-07T23:00:00Z,2012-01-08T00:00:00+0100,0,0,0
2012-01-08T00:00:00Z,2012-01-08T01:00:00+0100,0,0,0
2012-01-08T01:00:00Z,2012-01-08T02:00:00+0100,0,0,0
2012-01-08T02:00:00Z,2012-01-08T03:00:00+0100,0,0,0
2012-01-08T03:00:00Z,2012-01-08T04:00:00+0100,0,0,0
2012-01-08T04:00:00Z,2012-01-08T05:00:00+0100,0,0,0
2012-01-08T05:00:00Z,2012-01-08T06:00:00+0100,0,0,0
2012-01-08T06:00:00Z,2012-01-08T07:00:00+0100,0,0,2
2012-01-08T07:00:00Z,2012-01-08T08:00:00+0100,8,2,16
2012-01-08T08:00:00Z,2012-01-08T09:00:00+0100,50,27,67
2012-01-08T09:00:00Z,2012-01-08T10:00:00+0100,88,134,152
2012-01-08T10:00:00Z,2012-01-08T11:00:00+0100,111,265,234
2012-01-08T11:00:00Z,2012-01-08T12:00:00+0100,116,329,278
2012-01-08T12:00:00Z,2012-01-08T13:00:00+0100,103,318,258
2012-01-08T13:00:00Z,2012-01-08T14:00:00+0100,73,224,174
2012-01-08T14:00:00Z,2012-01-08T15:00:00+0100,36,66,64
2012-01-08T15:00:00Z,2012-01-08T16:00:00+0100,3,3,10
2012-01-08T16:00:00Z,2012-01-08T17:00:00+0100,0,0,0
2012-01-08T17:00:00Z,2012-01-08T18:00:00+0100,0,0,0
2012-01-08T18:00:00Z,2012-01-08T19:00:00+0100,0,0,0
2012-01-08T19:00:00Z,2012-01-08T20:00:00+0100,0,0,0
2012-01-08T20:00:00Z,2012-01-08T21:00:00+0100,0,0,0
2012-01-08T21:00:00Z,2012-01-08T22:00:00+0100,0,0,0
2012-01-08T22:00:00Z,2012-01-08T23:00:00+0100,0,0,0
2012-01-08T23:00:00Z,2012-01-09T00:00:00+0100,0,0,0
2012-01-09T00:00:00Z,2012-01-09T01:00:00+0100,0,0,0
2012-01-09T01:00:00Z,2012-01-09T02:00:00+0100,0,0,0
2012-01-09T02:00:00Z,2012-01-09T03:00:00+0100,0,0,0
2012-01-09T03:00:00Z,2012-01-09T04:00:00+0100,0,0,0
2012-01-09T04:00:00Z,2012-01-09T05:00:00+0100,0,0,0
2012-01-09T05:00:00Z,2012-01-09T06:00:00+0100,0,0,0
2012-01-09T06:00:00Z,2012-01-09T07:00:00+0100,0,0,2
2012-01-09T07:00:00Z,2012-01-09T08:00:00+0100,12,2,16
2012-01-09T08:00:00Z,2012-01-09T09:00:00+0100,74,26,60
2012-01-09T09:00:00Z,2012-01-09T10:00:00+0100,138,111,119
2012-01-09T10:00:00Z,2012-01-09T11:00:00+0100,186,218,163
2012-01-09T11:00:00Z,2012-01-09T12:00:00+0100,193,290,171
2012-01-09T12:00:00Z,2012-01-09T13:00:00+0100,151,278,141
2012-01-09T13:00:00Z,2012-01-09T14:00:00+0100,91,204,88
2012-01-09T14:00:00Z,2012-01-09T15:00:00+0100,40,70,35
2012-01-09T15:00:00Z,2012-01-09T16:00:00+0100,3,7,7
2012-01-09T16:00:00Z,2012-01-09T17:00:00+0100,0,0,0
2012-01-09T17:00:00Z,2012-01-09T18:00:00+0100,0,0,0
2012-01-09T18:00:00Z,2012-01-09T19:00:00+0100,0,0,0
2012-01-09T19:00:00Z,2012-01-09T20:00:00+0100,0,0,0
2012-01-09T20:00:00Z,2012-01-09T21:00:00+0100,0,0,0
2012-01-09T21:00:00Z,2012-01-09T22:00:00+0100,0,0,0
2012-01-09T22:00:00Z,2012-01-09T23:00:00+0100,0,0,0
2012-01-09T23:00:00Z,2012-01-10T00:00:00+0100,0,0,0
2012-01-10T00:00:00Z,2012-01-10T01:00:00+0100,0,0,0
2012-01-10T01:00:00Z,2012-01-10T02:00:00+0100,0,0,0
2012-01-10T02:00:00Z,2012-01-10T03:00:00+0100,0,0,0
2012-01-10T03:00:00Z,2012-01-10T04:00:00+0100,0,0,0
2012-01-10T04:00:00Z,2012-01-10T05:00:00+0100,0,0,0
2012-01-10T05:00:00Z,2012-01-10T06:00:00+0100,0,0,0
2012-01-10T06:00:00Z,2012-01-10T07:00:00+0100,0,0,2
2012-01-10T07:00:00Z,2012-01-10T08:00:00+0100,34,5,16
2012-01-10T08:00:00Z,2012-01-10T09:00:00+0100,222,78,62
2012-01-10T09:00:00Z,2012-01-10T10:00:00+0100,457,275,141
2012-01-10T10:00:00Z,2012-01-10T11:00:00+0100,594,500,218
2012-01-10T11:00:00Z,2012-01-10T12:00:00+0100,576,656,252
2012-01-10T12:00:00Z,2012-01-10T13:00:00+0100,441,675,231
2012-01-10T13:00:00Z,2012-01-10T14:00:00+0100,276,552,158
2012-01-10T14:00:00Z,2012-01-10T15:00:00+0100,117,276,62
2012-01-10T15:00:00Z,2012-01-10T16:00:00+0100,10,34,10
2012-01-10T16:00:00Z,2012-01-10T17:00:00+0100,0,0,0
2012-01-10T17:00:00Z,2012-01-10T18:00:00+0100,0,0,0
2012-01-10T18:00:00Z,2012-01-10T19:00:00+0100,0,0,0
2012-01-10T19:00:00Z,2012-01-10T20:00:00+0100,0,0,0
2012-01-10T20:00:00Z,2012-01-10T21:00:00+0100,0,0,0
2012-01-10T21:00:00Z,2012-01-10T22:00:00+0100,0,0,0
2012-01-10T22:00:00Z,2012-01-10T23:00:00+0100,0,0,0
2012-01-10T23:00:00Z,2012-01-11T00:00:00+0100,0,0,0
2012-01-11T00:00:00Z,2012-01-11T01:00:00+0100,0,0,0
2012-01-11T01:00:00Z,2012-01-11T02:00:00+0100,0,0,0
2012-01-11T02:00:00Z,2012-01-11T03:00:00+0100,0,0,0
2012-01-11T03:00:00Z,2012-01-11T04:00:00+0100,0,0,0
2012-01-11T04:00:00Z,2012-01-11T05:00:00+0100,0,0,0
2012-01-11T05:00:00Z,2012-01-11T06:00:00+0100,0,0,0
2012-01-11T06:00:00Z,2012-01-11T07:00:00+0100,0,0,2
2012-01-11T07:00:00Z,2012-01-11T08:00:00+0100,10,18,26
2012-01-11T08:00:00Z,2012-01-11T09:00:00+0100,53,219,136
2012-01-11T09:00:00Z,2012-01-11T10:00:00+0100,107,497,305
2012-01-11T10:00:00Z,2012-01-11T11:00:00+0100,120,701,428
2012-01-11T11:00:00Z,2012-01-11T12:00:00+0100,113,780,444
2012-01-11T12:00:00Z,2012-01-11T13:00:00+0100,93,732,370
2012-01-11T13:00:00Z,2012-01-11T14:00:00+0100,62,564,235
2012-01-11T14:00:00Z,2012-01-11T15:00:00+0100,30,274,84
2012-01-11T15:00:00Z,2012-01-11T16:00:00+0100,3,34,13
2012-01-11T16:00:00Z,2012-01-11T17:00:00+0100,0,0,0
2012-01-11T17:00:00Z,2012-01-11T18:00:00+0100,0,0,0
2012-01-11T18:00:00Z,2012-01-11T19:00:00+0100,0,0,0
2012-01-11T19:00:00Z,2012-01-11T20:00:00+0100,0,0,0
2012-01-11T20:00:00Z,2012-01-11T21:00:00+0100,0,0,0
2012-01-11T21:00:00Z,2012-01-11T22:00:00+0100,0,0,0
2012-01-11T22:00:00Z,2012-01-11T23:00:00+0100,0,0,0
2012-01-11T23:00:00Z,2012-01-12T00:00:00+0100,0,0,0
2012-01-12T00:00:00Z,2012-01-12T01:00:00+0100,0,0,0
2012-01-12T01:00:00Z,2012-01-12T02:00:00+0100,0,0,0
2012-01-12T02:00:00Z,2012-01-12T03:00:00+0100,0,0,0
2012-01-12T03:00:00Z,2012-01-12T04:00:00+0100,0,0,0
2012-01-12T04:00:00Z,2012-01-12T05:00:00+0100,0,0,0
2012-01-12T05:00:00Z,2012-01-12T06:00:00+0100,0,0,0
2012-01-12T06:00:00Z,2012-01-12T07:00:00+0100,0,0,2
2012-01-12T07:00:00Z,2012-01-12T08:00:00+0100,22,22,58
2012-01-12T08:00:00Z,2012-01-12T09:00:00+0100,117,231,326
2012-01-12T09:00:00Z,2012-01-12T10:00:00+0100,208,563,721
2012-01-12T10:00:00Z,2012-01-12T11:00:00+0100,264,808,983
2012-01-12T11:00:00Z,2012-01-12T12:00:00+0100,270,914,1024
2012-01-12T12:00:00Z,2012-01-12T13:00:00+0100,221,896,892
2012-01-12T13:00:00Z,2012-01-12T14:00:00+0100,132,676,599
2012-01-12T14:00:00Z,2012-01-12T15:00:00+0100,60,321,201
2012-01-12T15:00:00Z,2012-01-12T16:00:00+0100,7,42,21
2012-01-12T16:00:00Z,2012-01-12T17:00:00+0100,0,0,1
2012-01-12T17:00:00Z,2012-01-12T18:00:00+0100,0,0,0
2012-01-12T18:00:00Z,2012-01-12T19:00:00+0100,0,0,0
2012-01-12T19:00:00Z,2012-01-12T20:00:00+0100,0,0,0
2012-01-12T20:00:00Z,2012-01-12T21:00:00+0100,0,0,0
2012-01-12T21:00:00Z,2012-01-12T22:00:00+0100,0,0,0
2012-01-12T22:00:00Z,2012-01-12T23:00:00+0100,0,0,0
2012-01-12T23:00:00Z,2012-01-13T00:00:00+0100,0,0,0
2012-01-13T00:00:00Z,2012-01-13T01:00:00+0100,0,0,0
2012-01-13T01:00:00Z,2012-01-13T02:00:00+0100,0,0,0
2012-01-13T02:00:00Z,2012-01-13T03:00:00+0100,0,0,0
2012-01-13T03:00:00Z,2012-01-13T04:00:00+0100,0,0,0
2012-01-13T04:00:00Z,2012-01-13T05:00:00+0100,0,0,0
2012-01-13T05:00:00Z,2012-01-13T06:00:00+0100,0,0,0
2012-01-13T06:00:00Z,2012-01-13T07:00:00+0100,0,0,2
2012-01-13T07:00:00Z,2012-01-13T08:00:00+0100,30,18,26
2012-01-13T08:00:00Z,2012-01-13T09:00:00+0100,191,271,137
2012-01-13T09:00:00Z,2012-01-13T10:00:00+0100,351,683,315
2012-01-13T10:00:00Z,2012-01-13T11:00:00+0100,450,1037,466
2012-01-13T11:00:00Z,2012-01-13T12:00:00+0100,468,1206,509
2012-01-13T12:00:00Z,2012-01-13T13:00:00+0100,416,1127,440
2012-01-13T13:00:00Z,2012-01-13T14:00:00+0100,300,881,285
2012-01-13T14:00:00Z,2012-01-13T15:00:00+0100,142,465,110
2012-01-13T15:00:00Z,2012-01-13T16:00:00+0100,15,62,13
2012-01-13T16:00:00Z,2012-01-13T17:00:00+0100,0,0,0
2012-01-13T17:00:00Z,2012-01-13T18:00:00+0100,0,0,0
2012-01-13T18:00:00Z,2012-01-13T19:00:00+0100,0,0,0
2012-01-13T19:00:00Z,2012-01-13T20:00:00+0100,0,0,0
2012-01-13T20:00:00Z,2012-01-13T21:00:00+0100,0,0,0
2012-01-13T21:00:00Z,2012-01-13T22:00:00+0100,0,0,0
2012-01-13T22:00:00Z,2012-01-13T23:00:00+0100,0,0,0
2012-01-13T23:00:00Z,2012-01-14T00:00:00+0100,0,0,0
2012-01-14T00:00:00Z,2012-01-14T01:00:00+0100,0,0,0
2012-01-14T01:00:00Z,2012-01-14T02:00:00+0100,0,0,0
2012-01-14T02:00:00Z,2012-01-14T03:00:00+0100,0,0,0
2012-01-14T03:00:00Z,2012-01-14T04:00:00+0100,0,0,0
2012-01-14T04:00:00Z,2012-01-14T05:00:00+0100,0,0,0
2012-01-14T05:00:00Z,2012-01-14T06:00:00+0100,0,0,0
2012-01-14T06:00:00Z,2012-01-14T07:00:00+0100,0,0,2
2012-01-14T07:00:00Z,2012-01-14T08:00:00+0100,53,26,38
2012-01-14T08:00:00Z,2012-01-14T09:00:00+0100,358,379,190
2012-01-14T09:00:00Z,2012-01-14T10:00:00+0100,674,932,390
2012-01-14T10:00:00Z,2012-01-14T11:00:00+0100,842,1422,520
2012-01-14T11:00:00Z,2012-01-14T12:00:00+0100,863,1669,541
2012-01-14T12:00:00Z,2012-01-14T13:00:00+0100,755,1574,463
2012-01-14T13:00:00Z,2012-01-14T14:00:00+0100,535,1230,307
2012-01-14T14:00:00Z,2012-01-14T15:00:00+0100,246,649,126
2012-01-14T15:00:00Z,2012-01-14T16:00:00+0100,26,97,20
2012-01-14T16:00:00Z,2012-01-14T17:00:00+0100,0,2,1
2012-01-14T17:00:00Z,2012-01-14T18:00:00+0100,0,0,0
2012-01-14T18:00:00Z,2012-01-14T19:00:00+0100,0,0,0
2012-01-14T19:00:00Z,2012-01-14T20:00:00+0100,0,0,0
2012-01-14T20:00:00Z,2012-01-14T21:00:00+0100,0,0,0
2012-01-14T21:00:00Z,2012-01-14T22:00:00+0100,0,0,0
2012-01-14T22:00:00Z,2012-01-14T23:00:00+0100,0,0,0
2012-01-14T23:00:00Z,2012-01-15T00:00:00+0100,0,0,0
2012-01-15T00:00:00Z,2012-01-15T01:00:00+0100,0,0,0
2012-01-15T01:00:00Z,2012-01-15T02:00:00+0100,0,0,0
2012-01-15T02:00:00Z,2012-01-15T03:00:00+0100,0,0,0
2012-01-15T03:00:00Z,2012-01-15T04:00:00+0100,0,0,0
2012-01-15T04:00:00Z,2012-01-15T05:00:00+0100,0,0,0
2012-01-15T05:00:00Z,2012-01-15T06:00:00+0100,0,0,0
2012-01-15T06:00:00Z,2012-01-15T07:00:00+0100,0,0,2
2012-01-15T07:00:00Z,2012-01-15T08:00:00+0100,50,32,47
2012-01-15T08:00:00Z,2012-01-15T09:00:00+0100,314,399,237
2012-01-15T09:00:00Z,2012-01-15T10:00:00+0100,624,956,516
2012-01-15T10:00:00Z,2012-01-15T11:00:00+0100,813,1432,751
2012-01-15T11:00:00Z,2012-01-15T12:00:00+0100,847,1715,898
2012-01-15T12:00:00Z,2012-01-15T13:00:00+0100,710,1714,902
2012-01-15T13:00:00Z,2012-01-15T14:00:00+0100,482,1393,699
2012-01-15T14:00:00Z,2012-01-15T15:00:00+0100,222,766,292
2012-01-15T15:00:00Z,2012-01-15T16:00:00+0100,27,120,41
2012-01-15T16:00:00Z,2012-01-15T17:00:00+0100,0,2,2
2012-01-15T17:00:00Z,2012-01-15T18:00:00+0100,0,0,0
2012-01-15T18:00:00Z,2012-01-15T19:00:00+0100,0,0,0
2012-01-15T19:00:00Z,2012-01-15T20:00:00+0100,0,0,0
2012-01-15T20:00:00Z,2012-01-15T21:00:00+0100,0,0,0
2012-01-15T21:00:00Z,2012-01-15T22:00:00+0100,0,0,0
2012-01-15T22:00:00Z,2012-01-15T23:00:00+0100,0,0,0
2012-01-15T23:00:00Z,2012-01-16T00:00:00+0100,0,0,0
2012-01-16T00:00:00Z,2012-01-16T01:00:00+0100,0,0,0
2012-01-16T01:00:00Z,2012-01-16T02:00:00+0100,0,0,0
2012-01-16T02:00:00Z,2012-01-16T03:00:00+0100,0,0,0
2012-01-16T03:00:00Z,2012-01-16T04:00:00+0100,0,0,0
2012-01-16T04:00:00Z,2012-01-16T05:00:00+0100,0,0,0
2012-01-16T05:00:00Z,2012-01-16T06:00:00+0100,0,0,0
2012-01-16T06:00:00Z,2012-01-16T07:00:00+0100,0,1,4
2012-01-16T07:00:00Z,2012-01-16T08:00:00+0100,30,46,95
2012-01-16T08:00:00Z,2012-01-16T09:00:00+0100,157,521,508
2012-01-16T09:00:00Z,2012-01-16T10:00:00+0100,268,1180,1007
2012-01-16T10:00:00Z,2012-01-16T11:00:00+0100,334,1696,1276
2012-01-16T11:00:00Z,2012-01-16T12:00:00+0100,339,1965,1334
2012-01-16T12:00:00Z,2012-01-16T13:00:00+0100,295,1869,1227
2012-01-16T13:00:00Z,2012-01-16T14:00:00+0100,212,1475,917
2012-01-16T14:00:00Z,2012-01-16T15:00:00+0100,115,788,395
