utc_timestamp,cet_cest_timestamp,DE_50hertz_solar_generation_forecast,DE_amprion_solar_generation_forecast,DE_transnetbw_solar_generation_forecast
2012-04-19T14:00:00Z,2012-04-19T16:00:00+0200,1145,1941,1574
2012-04-19T15:00:00Z,2012-04-19T17:00:00+0200,724,1513,967
2012-04-19T16:00:00Z,2012-04-19T18:00:00+0200,336,938,434
2012-04-19T17:00:00Z,2012-04-19T19:00:00+0200,90,396,105
2012-04-19T18:00:00Z,2012-04-19T20:00:00+0200,5,38,14
2012-04-19T19:00:00Z,2012-04-19T21:00:00+0200,0,0,1
2012-04-19T20:00:00Z,2012-04-19T22:00:00+0200,0,0,0
2012-04-19T21:00:00Z,2012-04-19T23:00:00+0200,0,0,0
2012-04-19T22:00:00Z,2012-04-20T00:00:00+0200,0,0,0
2012-04-19T23:00:00Z,2012-04-20T01:00:00+0200,0,0,0
2012-04-20T00:00:00Z,2012-04-20T02:00:00+0200,0,0,0
2012-04-20T01:00:00Z,2012-04-20T03:00:00+0200,0,0,0
2012-04-20T02:00:00Z,2012-04-20T04:00:00+0200,0,0,0
2012-04-20T03:00:00Z,2012-04-20T05:00:00+0200,3,0,2
2012-04-20T04:00:00Z,2012-04-20T06:00:00+0200,70,19,42
2012-04-20T05:00:00Z,2012-04-20T07:00:00+0200,386,311,247
2012-04-20T06:00:00Z,2012-04-20T08:00:00+0200,982,813,633
2012-04-20T07:00:00Z,2012-04-20T09:00:00+0200,1550,1411,1072
2012-04-20T08:00:00Z,2012-04-20T10:00:00+0200,1947,2018,1446
2012-04-20T09:00:00Z,2012-04-20T11:00:00+0200,2190,2521,1690
2012-04-20T10:00:00Z,2012-04-20T12:00:00+0200,2257,2695,1803
2012-04-20T11:00:00Z,2012-04-20T13:00:00+0200,2120,2687,1812
2012-04-20T12:00:00Z,2012-04-20T14:00:00+0200,1890,2544,1724
2012-04-20T13:00:00Z,2012-04-20T15:00:00+0200,1555,2217,1534
2012-04-20T14:00:00Z,2012-04-20T16:00:00+0200,1148,1776,1232
2012-04-20T15:00:00Z,2012-04-20T17:00:00+0200,733,1328,829
2012-04-20T16:00:00Z,2012-04-20T18:00:00+0200,345,816,406
2012-04-20T17:00:00Z,2012-04-20T19:00:00+0200,95,341,104
2012-04-20T18:00:00Z,2012-04-20T20:00:00+0200,6,26,15
2012-04-20T19:00:00Z,2012-04-20T21:00:00+0200,0,0,1
2012-04-20T20:00:00Z,2012-04-20T22:00:00+0200,0,0,0
2012-04-20T21:00:00Z,2012-04-20T23:00:00+0200,0,0,0
2012-04-20T22:00:00Z,2012-04-21T00:00:00+0200,0,0,0
2012-04-20T23:00:00Z,2012-04-21T01:00:00+0200,0,0,0
2012-04-21T00:00:00Z,2012-04-21T02:00:00+0200,0,0,0
2012-04-21T01:00:00Z,2012-04-21T03:00:00+0200,0,0,0
2012-04-21T02:00:00Z,2012-04-21T04:00:00+0200,0,0,0
2012-04-21T03:00:00Z,2012-04-21T05:00:00+0200,4,0,2
2012-04-21T04:00:00Z,2012-04-21T06:00:00+0200,80,16,45
2012-04-21T05:00:00Z,2012-04-21T07:00:00+0200,449,230,282
2012-04-21T06:00:00Z,2012-04-21T08:00:00+0200,1036,520,798
2012-04-21T07:00:00Z,2012-04-21T09:00:00+0200,1590,768,1483
2012-04-21T08:00:00Z,2012-04-21T10:00:00+0200,2035,1005,2074
2012-04-21T09:00:00Z,2012-04-21T11:00:00+0200,2325,1434,2476
2012-04-21T10:00:00Z,2012-04-21T12:00:00+0200,2444,1716,2693
2012-04-21T11:00:00Z,2012-04-21T13:00:00+0200,2423,1991,2750
2012-04-21T12:00:00Z,2012-04-21T14:00:00+0200,2251,2118,2644
2012-04-21T13:00:00Z,2012-04-21T15:00:00+0200,1927,2118,2296
2012-04-21T14:00:00Z,2012-04-21T16:00:00+0200,1491,1761,1641
2012-04-21T15:00:00Z,2012-04-21T17:00:00+0200,987,1190,954
2012-04-21T16:00:00Z,2012-04-21T18:00:00+0200,477,692,412
2012-04-21T17:00:00Z,2012-04-21T19:00:00+0200,121,261,102
2012-04-21T18:00:00Z,2012-04-21T20:00:00+0200,8,14,15
2012-04-21T19:00:00Z,2012-04-21T21:00:00+0200,0,0,1
2012-04-21T20:00:00Z,2012-04-21T22:00:00+0200,0,0,0
2012-04-21T21:00:00Z,2012-04-21T23:00:00+0200,0,0,0
2012-04-21T22:00:00Z,2012-04-22T00:00:00+0200,0,0,0
2012-04-21T23:00:00Z,2012-04-22T01:00:00+0200,0,0,0
2012-04-22T00:00:00Z,2012-04-22T02:00:00+0200,0,0,0
2012-04-22T01:00:00Z,2012-04-22T03:00:00+0200,0,0,0
2012-04-22T02:00:00Z,2012-04-22T04:00:00+0200,0,0,0
2012-04-22T03:00:00Z,2012-04-22T05:00:00+0200,5,0,2
2012-04-22T04:00:00Z,2012-04-22T06:00:00+0200,82,11,49
2012-04-22T05:00:00Z,2012-04-22T07:00:00+0200,384,177,296
2012-04-22T06:00:00Z,2012-04-22T08:00:00+0200,913,455,780
2012-04-22T07:00:00Z,2012-04-22T09:00:00+0200,1427,715,1377
2012-04-22T08:00:00Z,2012-04-22T10:00:00+0200,1824,990,1886
2012-04-22T09:00:00Z,2012-04-22T11:00:00+0200,2082,1337,2227
2012-04-22T10:00:00Z,2012-04-22T12:00:00+0200,2181,1689,2420
2012-04-22T11:00:00Z,2012-04-22T13:00:00+0200,2172,1722,2522
2012-04-22T12:00:00Z,2012-04-22T14:00:00+0200,2047,1831,2490
2012-04-22T13:00:00Z,2012-04-22T15:00:00+0200,1794,1769,2263
2012-04-22T14:00:00Z,2012-04-22T16:00:00+0200,1364,1565,1795
2012-04-22T15:00:00Z,2012-04-22T17:00:00+0200,876,1203,1179
2012-04-22T16:00:00Z,2012-04-22T18:00:00+0200,413,750,560
2012-04-22T17:00:00Z,2012-04-22T19:00:00+0200,112,330,136
2012-04-22T18:00:00Z,2012-04-22T20:00:00+0200,8,26,16
2012-04-22T19:00:00Z,2012-04-22T21:00:00+0200,0,0,1
2012-04-22T20:00:00Z,2012-04-22T22:00:00+0200,0,0,0
2012-04-22T21:00:00Z,2012-04-22T23:00:00+0200,0,0,0
2012-04-22T22:00:00Z,2012-04-23T00:00:00+0200,0,0,0
2012-04-22T23:00:00Z,2012-04-23T01:00:00+0200,0,0,0
2012-04-23T00:00:00Z,2012-04-23T02:00:00+0200,0,0,0
2012-04-23T01:00:00Z,2012-04-23T03:00:00+0200,0,0,0
2012-04-23T02:00:00Z,2012-04-23T04:00:00+0200,0,0,0
2012-04-23T03:00:00Z,2012-04-23T05:00:00+0200,6,0,2
2012-04-23T04:00:00Z,2012-04-23T06:00:00+0200,102,14,44
2012-04-23T05:00:00Z,2012-04-23T07:00:00+0200,468,196,250
2012-04-23T06:00:00Z,2012-04-23T08:00:00+0200,1062,508,610
2012-04-23T07:00:00Z,2012-04-23T09:00:00+0200,1666,964,1071
2012-04-23T08:00:00Z,2012-04-23T10:00:00+0200,2092,1590,1650
2012-04-23T09:00:00Z,2012-04-23T11:00:00+0200,2268,2174,2232
2012-04-23T10:00:00Z,2012-04-23T12:00:00+0200,2309,2738,2636
2012-04-23T11:00:00Z,2012-04-23T13:00:00+0200,2238,3016,2676
2012-04-23T12:00:00Z,2012-04-23T14:00:00+0200,2050,2925,2489
2012-04-23T13:00:00Z,2012-04-23T15:00:00+0200,1752,2648,2122
2012-04-23T14:00:00Z,2012-04-23T16:00:00+0200,1344,1900,1594
2012-04-23T15:00:00Z,2012-04-23T17:00:00+0200,896,1170,1007
2012-04-23T16:00:00Z,2012-04-23T18:00:00+0200,435,571,477
2012-04-23T17:00:00Z,2012-04-23T19:00:00+0200,120,168,124
2012-04-23T18:00:00Z,2012-04-23T20:00:00+0200,9,4,12
2012-04-23T19:00:00Z,2012-04-23T21:00:00+0200,0,0,0
2012-04-23T20:00:00Z,2012-04-23T22:00:00+0200,0,0,0
2012-04-23T21:00:00Z,2012-04-23T23:00:00+0200,0,0,0
2012-04-23T22:00:00Z,2012-04-24T00:00:00+0200,0,0,0
2012-04-23T23:00:00Z,2012-04-24T01:00:00+0200,0,0,0
2012-04-24T00:00:00Z,2012-04-24T02:00:00+0200,0,0,0
2012-04-24T01:00:00Z,2012-04-24T03:00:00+0200,0,0,0
2012-04-24T02:00:00Z,2012-04-24T04:00:00+0200,0,0,0
2012-04-24T03:00:00Z,2012-04-24T05:00:00+0200,4,0,2
2012-04-24T04:00:00Z,2012-04-24T06:00:00+0200,71,8,36
2012-04-24T05:00:00Z,2012-04-24T07:00:00+0200,311,142,193
2012-04-24T06:00:00Z,2012-04-24T08:00:00+0200,694,420,492
2012-04-24T07:00:00Z,2012-04-24T09:00:00+0200,1104,777,847
2012-04-24T08:00:00Z,2012-04-24T10:00:00+0200,1385,1203,1175
2012-04-24T09:00:00Z,2012-04-24T11:00:00+0200,1565,1389,1426
2012-04-24T10:00:00Z,2012-04-24T12:00:00+0200,1605,1428,1604
2012-04-24T11:00:00Z,2012-04-24T13:00:00+0200,1473,1506,1752
2012-04-24T12:00:00Z,2012-04-24T14:00:00+0200,1245,1696,1828
2012-04-24T13:00:00Z,2012-04-24T15:00:00+0200,973,1531,1734
2012-04-24T14:00:00Z,2012-04-24T16:00:00+0200,715,1201,1373
2012-04-24T15:00:00Z,2012-04-24T17:00:00+0200,454,990,898
2012-04-24T16:00:00Z,2012-04-24T18:00:00+0200,231,616,434
2012-04-24T17:00:00Z,2012-04-24T19:00:00+0200,78,258,115
2012-04-24T18:00:00Z,2012-04-24T20:00:00+0200,9,26,15
2012-04-24T19:00:00Z,2012-04-24T21:00:00+0200,0,0,1
2012-04-24T20:00:00Z,2012-04-24T22:00:00+0200,0,0,0
2012-04-24T21:00:00Z,2012-04-24T23:00:00+0200,0,0,0
2012-04-24T22:00:00Z,2012-04-25T00:00:00+0200,0,0,0
2012-04-24T23:00:00Z,2012-04-25T01:00:00+0200,0,0,0
2012-04-25T00:00:00Z,2012-04-25T02:00:00+0200,0,0,0
2012-04-25T01:00:00Z,2012-04-25T03:00:00+0200,0,0,0
2012-04-25T02:00:00Z,2012-04-25T04:00:00+0200,0,0,0
2012-04-25T03:00:00Z,2012-04-25T05:00:00+0200,5,0,4
2012-04-25T04:00:00Z,2012-04-25T06:00:00+0200,86,33,85
2012-04-25T05:00:00Z,2012-04-25T07:00:00+0200,347,408,484
2012-04-25T06:00:00Z,2012-04-25T08:00:00+0200,750,1048,1170
2012-04-25T07:00:00Z,2012-04-25T09:00:00+0200,1158,1846,1927
2012-04-25T08:00:00Z,2012-04-25T10:00:00+0200,1482,2617,2486
2012-04-25T09:00:00Z,2012-04-25T11:00:00+0200,1737,3037,2770
2012-04-25T10:00:00Z,2012-04-25T12:00:00+0200,1904,3072,2725
2012-04-25T11:00:00Z,2012-04-25T13:00:00+0200,1983,2926,2298
2012-04-25T12:00:00Z,2012-04-25T14:00:00+0200,1929,2451,1780
2012-04-25T13:00:00Z,2012-04-25T15:00:00+0200,1732,1844,1289
2012-04-25T14:00:00Z,2012-04-25T16:00:00+0200,1376,1318,864
2012-04-25T15:00:00Z,2012-04-25T17:00:00+0200,935,932,504
2012-04-25T16:00:00Z,2012-04-25T18:00:00+0200,456,584,234
2012-04-25T17:00:00Z,2012-04-25T19:00:00+0200,122,222,68
2012-04-25T18:00:00Z,2012-04-25T20:00:00+0200,11,17,9
2012-04-25T19:00:00Z,2012-04-25T21:00:00+0200,0,0,0
2012-04-25T20:00:00Z,2012-04-25T22:00:00+0200,0,0,0
2012-04-25T21:00:00Z,2012-04-25T23:00:00+0200,0,0,0
2012-04-25T22:00:00Z,2012-04-26T00:00:00+0200,0,0,0
2012-04-25T23:00:00Z,2012-04-26T01:00:00+0200,0,0,0
2012-04-26T00:00:00Z,2012-04-26T02:00:00+0200,0,0,0
2012-04-26T01:00:00Z,2012-04-26T03:00:00+0200,0,0,0
2012-04-26T02:00:00Z,2012-04-26T04:00:00+0200,0,0,0
2012-04-26T03:00:00Z,2012-04-26T05:00:00+0200,5,1,3
2012-04-26T04:00:00Z,2012-04-26T06:00:00+0200,84,21,45
2012-04-26T05:00:00Z,2012-04-26T07:00:00+0200,354,189,229
2012-04-26T06:00:00Z,2012-04-26T08:00:00+0200,743,462,564
2012-04-26T07:00:00Z,2012-04-26T09:00:00+0200,1094,770,1010
2012-04-26T08:00:00Z,2012-04-26T10:00:00+0200,1438,1172,1496
2012-04-26T09:00:00Z,2012-04-26T11:00:00+0200,1755,1641,1948
2012-04-26T10:00:00Z,2012-04-26T12:00:00+0200,1960,2151,2313
2012-04-26T11:00:00Z,2012-04-26T13:00:00+0200,2011,2622,2541
2012-04-26T12:00:00Z,2012-04-26T14:00:00+0200,1935,2670,2597
2012-04-26T13:00:00Z,2012-04-26T15:00:00+0200,1727,2374,2425
2012-04-26T14:00:00Z,2012-04-26T16:00:00+0200,1331,1896,1972
2012-04-26T15:00:00Z,2012-04-26T17:00:00+0200,877,1268,1356
2012-04-26T16:00:00Z,2012-04-26T18:00:00+0200,425,704,689
2012-04-26T17:00:00Z,2012-04-26T19:00:00+0200,118,269,173
2012-04-26T18:00:00Z,2012-04-26T20:00:00+0200,12,24,10
2012-04-26T19:00:00Z,2012-04-26T21:00:00+0200,0,0,0
2012-04-26T20:00:00Z,2012-04-26T22:00:00+0200,0,0,0
2012-04-26T21:00:00Z,2012-04-26T23:00:00+0200,0,0,0
2012-04-26T22:00:00Z,2012-04-27T00:00:00+0200,0,0,0
2012-04-26T23:00:00Z,2012-04-27T01:00:00+0200,0,0,0
2012-04-27T00:00:00Z,2012-04-27T02:00:00+0200,0,0,0
2012-04-27T01:00:00Z,2012-04-27T03:00:00+0200,0,0,0
2012-04-27T02:00:00Z,2012-04-27T04:00:00+0200,0,0,0
2012-04-27T03:00:00Z,2012-04-27T05:00:00+0200,8,1,4
2012-04-27T04:00:00Z,2012-04-27T06:00:00+0200,105,40,95
2012-04-27T05:00:00Z,2012-04-27T07:00:00+0200,407,377,533
2012-04-27T06:00:00Z,2012-04-27T08:00:00+0200,960,874,1271
2012-04-27T07:00:00Z,2012-04-27T09:00:00+0200,1533,1428,2107
2012-04-27T08:00:00Z,2012-04-27T10:00:00+0200,2038,2070,2814
2012-04-27T09:00:00Z,2012-04-27T11:00:00+0200,2410,2668,3300
2012-04-27T10:00:00Z,2012-04-27T12:00:00+0200,2576,3024,3539
2012-04-27T11:00:00Z,2012-04-27T13:00:00+0200,2535,3125,3528
2012-04-27T12:00:00Z,2012-04-27T14:00:00+0200,2330,2838,3291
2012-04-27T13:00:00Z,2012-04-27T15:00:00+0200,1993,2420,2816
2012-04-27T14:00:00Z,2012-04-27T16:00:00+0200,1527,1853,2100
2012-04-27T15:00:00Z,2012-04-27T17:00:00+0200,1005,1218,1317
2012-04-27T16:00:00Z,2012-04-27T18:00:00+0200,482,662,615
2012-04-27T17:00:00Z,2012-04-27T19:00:00+0200,126,240,152
2012-04-27T18:00:00Z,2012-04-27T20:00:00+0200,13,17,12
2012-04-27T19:00:00Z,2012-04-27T21:00:00+0200,0,0,0
2012-04-27T20:00:00Z,2012-04-27T22:00:00+0200,0,0,0
2012-04-27T21:00:00Z,2012-04-27T23:00:00+0200,0,0,0
2012-04-27T22:00:00Z,2012-04-28T00:00:00+0200,0,0,0
2012-04-27T23:00:00Z,2012-04-28T01:00:00+0200,0,0,0
2012-04-28T00:00:00Z,2012-04-28T02:00:00+0200,0,0,0
2012-04-28T01:00:00Z,2012-04-28T03:00:00+0200,0,0,0
2012-04-28T02:00:00Z,2012-04-28T04:00:00+0200,0,0,0
2012-04-28T03:00:00Z,2012-04-28T05:00:00+0200,9,1,6
2012-04-28T04:00:00Z,2012-04-28T06:00:00+0200,115,34,98
2012-04-28T05:00:00Z,2012-04-28T07:00:00+0200,426,286,509
2012-04-28T06:00:00Z,2012-04-28T08:00:00+0200,968,699,1215
2012-04-28T07:00:00Z,2012-04-28T09:00:00+0200,1546,1296,2055
2012-04-28T08:00:00Z,2012-04-28T10:00:00+0200,2041,1939,2823
2012-04-28T09:00:00Z,2012-04-28T11:00:00+0200,2412,2418,3401
2012-04-28T10:00:00Z,2012-04-28T12:00:00+0200,2633,2783,3732
2012-04-28T11:00:00Z,2012-04-28T13:00:00+0200,2683,3051,3768
2012-04-28T12:00:00Z,2012-04-28T14:00:00+0200,2580,2908,3546
2012-04-28T13:00:00Z,2012-04-28T15:00:00+0200,2302,2496,3085
2012-04-28T14:00:00Z,2012-04-28T16:00:00+0200,1806,1969,2403
2012-04-28T15:00:00Z,2012-04-28T17:00:00+0200,1210,1368,1592
2012-04-28T16:00:00Z,2012-04-28T18:00:00+0200,581,786,788
2012-04-28T17:00:00Z,2012-04-28T19:00:00+0200,143,298,203
2012-04-28T18:00:00Z,2012-04-28T20:00:00+0200,13,25,12
2012-04-28T19:00:00Z,2012-04-28T21:00:00+0200,0,0,0
2012-04-28T20:00:00Z,2012-04-28T22:00:00+0200,0,0,0
2012-04-28T21:00:00Z,2012-04-28T23:00:00+0200,0,0,0
2012-04-28T22:00:00Z,2012-04-29T00:00:00+0200,0,0,0
2012-04-28T23:00:00Z,2012-04-29T01:00:00+0200,0,0,0
2012-04-29T00:00:00Z,2012-04-29T02:00:00+0200,0,0,0
2012-04-29T01:00:00Z,2012-04-29T03:00:00+0200,0,0,0
2012-04-29T02:00:00Z,2012-04-29T04:00:00+0200,0,0,0
2012-04-29T03:00:00Z,2012-04-29T05:00:00+0200,11,0,4
2012-04-29T04:00:00Z,2012-04-29T06:00:00+0200,136,23,52
2012-04-29T05:00:00Z,2012-04-29T07:00:00+0200,516,268,236
2012-04-29T06:00:00Z,2012-04-29T08:00:00+0200,1079,648,525
2012-04-29T07:00:00Z,2012-04-29T09:00:00+0200,1671,1110,836
2012-04-29T08:00:00Z,2012-04-29T10:00:00+0200,2169,1594,1090
2012-04-29T09:00:00Z,2012-04-29T11:00:00+0200,2511,1956,1278
2012-04-29T10:00:00Z,2012-04-29T12:00:00+0200,2686,2196,1414
2012-04-29T11:00:00Z,2012-04-29T13:00:00+0200,2687,2279,1472
2012-04-29T12:00:00Z,2012-04-29T14:00:00+0200,2539,2140,1454
2012-04-29T13:00:00Z,2012-04-29T15:00:00+0200,2234,1818,1342
2012-04-29T14:00:00Z,2012-04-29T16:00:00+0200,1719,1401,1110
2012-04-29T15:00:00Z,2012-04-29T17:00:00+0200,1128,971,786
2012-04-29T16:00:00Z,2012-04-29T18:00:00+0200,537,596,419
2012-04-29T17:00:00Z,2012-04-29T19:00:00+0200,139,236,122
2012-04-29T18:00:00Z,2012-04-29T20:00:00+0200,14,23,14
2012-04-29T19:00:00Z,2012-04-29T21:00:00+0200,0,1,0
2012-04-29T20:00:00Z,2012-04-29T22:00:00+0200,0,0,0
2012-04-29T21:00:00Z,2012-04-29T23:00:00+0200,0,0,0
2012-04-29T22:00:00Z,2012-04-30T00:00:00+0200,0,0,0
2012-04-29T23:00:00Z,2012-04-30T01:00:00+0200,0,0,0
2012-04-30T00:00:00Z,2012-04-30T02:00:00+0200,0,0,0
2012-04-30T01:00:00Z,2012-04-30T03:00:00+0200,0,0,0
2012-04-30T02:00:00Z,2012-04-30T04:00:00+0200,0,0,0
2012-04-30T03:00:00Z,2012-04-30T05:00:00+0200,12,2,3
2012-04-30T04:00:00Z,2012-04-30T06:00:00+0200,148,66,75
2012-04-30T05:00:00Z,2012-04-30T07:00:00+0200,528,548,434
2012-04-30T06:00:00Z,2012-04-30T08:00:00+0200,1113,1250,1114
2012-04-30T07:00:00Z,2012-04-30T09:00:00+0200,1798,2080,1968
2012-04-30T08:00:00Z,2012-04-30T10:00:00+0200,2406,2872,2650
2012-04-30T09:00:00Z,2012-04-30T11:00:00+0200,2872,3449,3085
2012-04-30T10:00:00Z,2012-04-30T12:00:00+0200,3105,3700,3211
2012-04-30T11:00:00Z,2012-04-30T13:00:00+0200,3109,3710,2931
2012-04-30T12:00:00Z,2012-04-30T14:00:00+0200,2925,3266,2460
2012-04-30T13:00:00Z,2012-04-30T15:00:00+0200,2557,2668,1890
2012-04-30T14:00:00Z,2012-04-30T16:00:00+0200,1949,1828,1292
2012-04-30T15:00:00Z,2012-04-30T17:00:00+0200,1289,1162,766
2012-04-30T16:00:00Z,2012-04-30T18:00:00+0200,635,694,368
2012-04-30T17:00:00Z,2012-04-30T19:00:00+0200,178,271,117
2012-04-30T18:00:00Z,2012-04-30T20:00:00+0200,19,23,14
2012-04-30T19:00:00Z,2012-04-30T21:00:00+0200,0,1,0
2012-04-30T20:00:00Z,2012-04-30T22:00:00+0200,0,0,0
2012-04-30T21:00:00Z,2012-04-30T23:00:00+0200,0,0,0
2012-04-30T22:00:00Z,2012-05-01T00:00:00+0200,0,0,0
2012-04-30T23:00:00Z,2012-05-01T01:00:00+0200,0,0,0
2012-05-01T00:00:00Z,2012-05-01T02:00:00+0200,0,0,0
2012-05-01T01:00:00Z,2012-05-01T03:00:00+0200,0,0,0
2012-05-01T02:00:00Z,2012-05-01T04:00:00+0200,1,0,0
2012-05-01T03:00:00Z,2012-05-01T05:00:00+0200,17,1,2
2012-05-01T04:00:00Z,2012-05-01T06:00:00+0200,195,43,66
2012-05-01T05:00:00Z,2012-05-01T07:00:00+0200,662,424,362
2012-05-01T06:00:00Z,2012-05-01T08:00:00+0200,1372,995,806
2012-05-01T07:00:00Z,2012-05-01T09:00:00+0200,2107,1712,1332
2012-05-01T08:00:00Z,2012-05-01T10:00:00+0200,2671,2432,1879
2012-05-01T09:00:00Z,2012-05-01T11:00:00+0200,3013,2913,2350
2012-05-01T10:00:00Z,2012-05-01T12:00:00+0200,3071,3230,2604
2012-05-01T11:00:00Z,2012-05-01T13:00:00+0200,2998,3443,2518
2012-05-01T12:00:00Z,2012-05-01T14:00:00+0200,2794,3312,2190
2012-05-01T13:00:00Z,2012-05-01T15:00:00+0200,2418,2910,1695
2012-05-01T14:00:00Z,2012-05-01T16:00:00+0200,1875,2231,1138
2012-05-01T15:00:00Z,2012-05-01T17:00:00+0200,1240,1474,666
2012-05-01T16:00:00Z,2012-05-01T18:00:00+0200,597,866,340
2012-05-01T17:00:00Z,2012-05-01T19:00:00+0200,167,374,135
2012-05-01T18:00:00Z,2012-05-01T20:00:00+0200,25,51,18
2012-05-01T19:00:00Z,2012-05-01T21:00:00+0200,0,4,1
2012-05-01T20:00:00Z,2012-05-01T22:00:00+0200,0,0,0
2012-05-01T21:00:00Z,2012-05-01T23:00:00+0200,0,0,0
2012-05-01T22:00:00Z,2012-05-02T00:00:00+0200,0,0,0
2012-05-01T23:00:00Z,2012-05-02T01:00:00+0200,0,0,0
2012-05-02T00:00:00Z,2012-05-02T02:00:00+0200,0,0,0
2012-05-02T01:00:00Z,2012-05-02T03:00:00+0200,0,0,0
2012-05-02T02:00:00Z,2012-05-02T04:00:00+0200,0,0,0
2012-05-02T03:00:00Z,2012-05-02T05:00:00+0200,20,2,7
2012-05-02T04:00:00Z,2012-05-02T06:00:00+0200,216,48,74
2012-05-02T05:00:00Z,2012-05-02T07:00:00+0200,697,404,316
2012-05-02T06:00:00Z,2012-05-02T08:00:00+0200,1465,901,720
2012-05-02T07:00:00Z,2012-05-02T09:00:00+0200,2281,1518,1242
2012-05-02T08:00:00Z,2012-05-02T10:00:00+0200,2951,2140,1742
2012-05-02T09:00:00Z,2012-05-02T11:00:00+0200,3404,2679,2158
2012-05-02T10:00:00Z,2012-05-02T12:00:00+0200,3551,3030,2435
2012-05-02T11:00:00Z,2012-05-02T13:00:00+0200,3441,3236,2555
2012-05-02T12:00:00Z,2012-05-02T14:00:00+0200,3170,3150,2474
2012-05-02T13:00:00Z,2012-05-02T15:00:00+0200,2714,2786,2200
2012-05-02T14:00:00Z,2012-05-02T16:00:00+0200,2067,2100,1768
2012-05-02T15:00:00Z,2012-05-02T17:00:00+0200,1369,1428,1236
2012-05-02T16:00:00Z,2012-05-02T18:00:00+0200,674,827,664
2012-05-02T17:00:00Z,2012-05-02T19:00:00+0200,201,349,190
2012-05-02T18:00:00Z,2012-05-02T20:00:00+0200,25,40,12
2012-05-02T19:00:00Z,2012-05-02T21:00:00+0200,0,2,0
2012-05-02T20:00:00Z,2012-05-02T22:00:00+0200,0,0,0
2012-05-02T21:00:00Z,2012-05-02T23:00:00+0200,0,0,0
2012-05-02T22:00:00Z,2012-05-03T00:00:00+0200,0,0,0
2012-05-02T23:00:00Z,2012-05-03T01:00:00+0200,0,0,0
2012-05-03T00:00:00Z,2012-05-03T02:00:00+0200,0,0,0
2012-05-03T01:00:00Z,2012-05-03T03:00:00+0200,0,0,0
2012-05-03T02:00:00Z,2012-05-03T04:00:00+0200,0,0,0
2012-05-03T03:00:00Z,2012-05-03T05:00:00+0200,18,0,4
2012-05-03T04:00:00Z,2012-05-03T06:00:00+0200,182,18,88
2012-05-03T05:00:00Z,2012-05-03T07:00:00+0200,559,196,467
2012-05-03T06:00:00Z,2012-05-03T08:00:00+0200,1125,490,1013
2012-05-03T07:00:00Z,2012-05-03T09:00:00+0200,1742,856,1585
2012-05-03T08:00:00Z,2012-05-03T10:00:00+0200,2319,1312,2016
2012-05-03T09:00:00Z,2012-05-03T11:00:00+0200,2772,1866,2300
2012-05-03T10:00:00Z,2012-05-03T12:00:00+0200,3020,2310,2432
2012-05-03T11:00:00Z,2012-05-03T13:00:00+0200,2997,2451,2434
2012-05-03T12:00:00Z,2012-05-03T14:00:00+0200,2722,2355,2228
2012-05-03T13:00:00Z,2012-05-03T15:00:00+0200,2271,2142,1862
2012-05-03T14:00:00Z,2012-05-03T16:00:00+0200,1690,1772,1462
2012-05-03T15:00:00Z,2012-05-03T17:00:00+0200,1100,1258,1032
2012-05-03T16:00:00Z,2012-05-03T18:00:00+0200,564,800,588
2012-05-03T17:00:00Z,2012-05-03T19:00:00+0200,189,358,192
2012-05-03T18:00:00Z,2012-05-03T20:00:00+0200,22,38,14
2012-05-03T19:00:00Z,2012-05-03T21:00:00+0200,0,1,0
2012-05-03T20:00:00Z,2012-05-03T22:00:00+0200,0,0,0
2012-05-03T21:00:00Z,2012-05-03T23:00:00+0200,0,0,0
2012-05-03T22:00:00Z,2012-05-04T00:00:00+0200,0,0,0
2012-05-03T23:00:00Z,2012-05-04T01:00:00+0200,0,0,0
2012-05-04T00:00:00Z,2012-05-04T02:00:00+0200,0,0,0
2012-05-04T01:00:00Z,2012-05-04T03:00:00+0200,0,0,0
2012-05-04T02:00:00Z,2012-05-04T04:00:00+0200,0,0,0
2012-05-04T03:00:00Z,2012-05-04T05:00:00+0200,20,4,13
2012-05-04T04:00:00Z,2012-05-04T06:00:00+0200,198,98,160
2012-05-04T05:00:00Z,2012-05-04T07:00:00+0200,642,645,680
2012-05-04T06:00:00Z,2012-05-04T08:00:00+0200,1209,1318,1432
2012-05-04T07:00:00Z,2012-05-04T09:00:00+0200,1861,2124,2178
2012-05-04T08:00:00Z,2012-05-04T10:00:00+0200,2486,2923,2712
2012-05-04T09:00:00Z,2012-05-04T11:00:00+0200,2996,3494,3054
2012-05-04T10:00:00Z,2012-05-04T12:00:00+0200,3278,3690,3212
2012-05-04T11:00:00Z,2012-05-04T13:00:00+0200,3294,3613,3184
2012-05-04T12:00:00Z,2012-05-04T14:00:00+0200,3020,3337,2927
2012-05-04T13:00:00Z,2012-05-04T15:00:00+0200,2572,3024,2480
2012-05-04T14:00:00Z,2012-05-04T16:00:00+0200,1968,2403,1939
2012-05-04T15:00:00Z,2012-05-04T17:00:00+0200,1346,1664,1333
2012-05-04T16:00:00Z,2012-05-04T18:00:00+0200,716,980,722
2012-05-04T17:00:00Z,2012-05-04T19:00:00+0200,239,459,224
2012-05-04T18:00:00Z,2012-05-04T20:00:00+0200,29,54,16
